2024-11-06 12:57:43,108 INFO  Logger.cs: 70 - 
2024-11-06 13:04:24,110 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from element-1
2024-11-06 13:04:24,110 INFO  ExportHelperExtension.cs: 1136 - Found 34 in element-1
2024-11-06 13:04:24,110 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in element-1
2024-11-06 13:04:24,110 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from element-2
2024-11-06 13:04:24,111 INFO  ExportHelperExtension.cs: 1136 - Found 34 in element-2
2024-11-06 13:04:24,111 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in element-2
2024-11-06 13:04:24,328 INFO  SwAddin.cs: 339 - Loading config tree
2024-11-06 13:04:24,332 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-11-06 13:04:24,333 INFO  SwAddin.cs: 344 - Showing property manager
2024-11-06 13:04:42,326 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-06 13:04:46,608 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-06 13:05:01,099 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-06 13:05:11,392 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-06 13:05:13,622 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-06 13:05:19,441 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-11-06 13:05:19,632 INFO  ExportHelperExtension.cs: 347 - Creating joint Link2
2024-11-06 13:05:19,705 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Link1 to child Link2 failed
2024-11-06 13:05:19,830 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Line.SLDASM
2024-11-06 13:05:19,834 INFO  ExportHelperExtension.cs: 1136 - Found 21 in Line.SLDASM
2024-11-06 13:05:19,835 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Line.SLDASM
2024-11-06 13:05:19,835 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-06 13:05:19,835 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2024-11-06 13:05:19,836 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from element-1
2024-11-06 13:05:19,836 INFO  ExportHelperExtension.cs: 1136 - Found 34 in element-1
2024-11-06 13:05:19,836 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in element-1
2024-11-06 13:05:19,836 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from element-2
2024-11-06 13:05:19,837 INFO  ExportHelperExtension.cs: 1136 - Found 34 in element-2
2024-11-06 13:05:19,837 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in element-2
2024-11-06 13:05:19,837 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Line.SLDASM
2024-11-06 13:05:19,837 INFO  ExportHelperExtension.cs: 1136 - Found 21 in Line.SLDASM
2024-11-06 13:05:19,838 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Line.SLDASM
2024-11-06 13:05:19,838 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-06 13:05:19,838 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2024-11-06 13:05:19,838 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from element-1
2024-11-06 13:05:19,839 INFO  ExportHelperExtension.cs: 1136 - Found 34 in element-1
2024-11-06 13:05:19,839 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in element-1
2024-11-06 13:05:19,839 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from element-2
2024-11-06 13:05:19,839 INFO  ExportHelperExtension.cs: 1136 - Found 34 in element-2
2024-11-06 13:05:19,839 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in element-2
2024-11-06 13:05:19,883 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-06 13:07:18,154 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2024-11-06 13:07:18,159 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
